@relation census_train

@attribute age numeric
@attribute workclass { Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked, ? }
@attribute education-num numeric
@attribute marital-status { Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse }
@attribute occupation { Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces, ? }
@attribute race { White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black }
@attribute sex { Female, Male }
@attribute capital-gainB numeric
@attribute hours-per-week numeric
@attribute native-country { United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands, ? }
@attribute target { 1, 0 }

@data
59,Self-emp-inc,14,Divorced,Prof-specialty,White,Male,0,55,United-States,1
18,Private,8,Never-married,Other-service,White,Female,0,12,United-States,1
30,Private,14,Married-civ-spouse,Exec-managerial,White,Male,1,60,United-States,0
23,Private,10,Never-married,Adm-clerical,White,Male,0,40,United-States,1
44,Private,6,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,Greece,1
49,Private,16,Married-civ-spouse,Prof-specialty,White,Male,1,45,United-States,0
59,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,White,Male,0,36,United-States,1
36,Private,13,Never-married,Prof-specialty,White,Male,1,45,United-States,0
30,Private,13,Never-married,Other-service,White,Female,0,24,United-States,1
56,?,14,Married-civ-spouse,?,White,Male,0,40,United-States,0
27,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
22,?,10,Never-married,?,White,Male,0,40,United-States,1
19,?,9,Never-married,?,White,Male,0,44,United-States,1
36,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,60,United-States,1
42,Private,13,Married-civ-spouse,Prof-specialty,White,Male,1,42,United-States,0
37,State-gov,10,Divorced,Prof-specialty,White,Female,0,30,United-States,1
17,Private,5,Never-married,Other-service,White,Male,0,50,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
40,Private,9,Married-civ-spouse,Sales,Black,Male,0,43,United-States,1
17,Private,6,Never-married,Other-service,White,Male,0,25,United-States,1
24,State-gov,13,Never-married,Transport-moving,Black,Male,0,40,?,1
40,State-gov,9,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,84,United-States,1
65,Private,9,Widowed,Priv-house-serv,Black,Female,0,20,United-States,1
38,Private,13,Separated,Farming-fishing,White,Female,0,45,United-States,1
33,Private,9,Never-married,Adm-clerical,White,Female,0,50,United-States,1
28,Private,13,Divorced,Tech-support,White,Female,0,40,United-States,1
49,Self-emp-not-inc,9,Never-married,Craft-repair,White,Male,0,30,United-States,1
34,Private,9,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,1
61,Private,11,Widowed,Tech-support,White,Female,0,8,United-States,1
63,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,35,United-States,0
28,Private,5,Married-civ-spouse,Other-service,White,Female,0,35,United-States,1
30,Local-gov,11,Divorced,Adm-clerical,White,Female,0,40,United-States,1
36,Private,13,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
43,Self-emp-not-inc,7,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
24,Local-gov,9,Married-spouse-absent,Machine-op-inspct,White,Female,0,42,United-States,1
52,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
17,Private,7,Never-married,Sales,White,Female,0,10,United-States,1
46,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
43,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
39,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
22,Self-emp-inc,13,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,0,60,South,1
46,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,0
46,Self-emp-inc,13,Married-civ-spouse,Tech-support,White,Male,1,65,United-States,0
44,Private,12,Never-married,Prof-specialty,White,Female,0,36,United-States,1
82,?,9,Never-married,?,White,Male,0,3,United-States,1
39,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,0
36,Private,6,Separated,Handlers-cleaners,Black,Male,0,40,United-States,1
29,Private,7,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
61,Private,9,Divorced,Transport-moving,White,Male,0,40,United-States,0
29,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,50,Canada,0
40,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,1
27,Self-emp-not-inc,10,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
38,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
28,Private,13,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
42,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
50,Private,10,Married-civ-spouse,Other-service,White,Male,0,40,United-States,0
29,Private,7,Never-married,Sales,Amer-Indian-Eskimo,Male,0,40,United-States,1
35,Private,13,Never-married,Exec-managerial,White,Female,0,55,United-States,1
44,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
54,Private,16,Widowed,Tech-support,White,Male,0,40,United-States,0
27,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
29,Private,13,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
66,Private,10,Widowed,Other-service,Black,Female,0,20,United-States,1
48,Federal-gov,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
46,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,0
32,Private,14,Never-married,Sales,White,Female,0,50,United-States,1
34,Private,14,Never-married,Prof-specialty,Black,Male,0,45,?,0
69,Private,9,Divorced,Sales,White,Female,0,38,United-States,1
23,State-gov,10,Separated,Prof-specialty,White,Female,0,20,United-States,1
22,Private,9,Never-married,Other-service,Black,Female,0,15,United-States,1
45,Private,11,Divorced,Exec-managerial,White,Male,0,60,United-States,1
45,Private,10,Divorced,Adm-clerical,White,Female,0,40,United-States,1
72,Without-pay,9,Married-civ-spouse,Other-service,White,Male,0,55,United-States,1
37,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,1
25,Private,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,50,India,1
43,Private,10,Married-civ-spouse,Craft-repair,Black,Male,1,40,United-States,0
47,State-gov,13,Married-civ-spouse,Adm-clerical,White,Male,0,80,United-States,1
34,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,41,United-States,0
30,Private,13,Never-married,Exec-managerial,Black,Female,0,40,United-States,1
48,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,75,United-States,1
43,Private,10,Divorced,Craft-repair,White,Male,0,55,Canada,1
20,Private,10,Never-married,Adm-clerical,White,Female,0,16,United-States,1
83,Private,10,Divorced,Prof-specialty,White,Female,0,20,United-States,1
42,Private,13,Never-married,Sales,White,Male,0,40,United-States,0
45,Private,9,Divorced,Farming-fishing,White,Male,0,44,United-States,0
30,Local-gov,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
34,State-gov,9,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
43,Private,9,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
53,Private,11,Never-married,Exec-managerial,White,Male,0,35,United-States,1
39,Self-emp-not-inc,10,Never-married,Prof-specialty,Black,Female,0,48,United-States,0
33,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
18,Self-emp-not-inc,10,Never-married,Craft-repair,White,Female,0,35,United-States,1
18,State-gov,9,Never-married,Adm-clerical,Black,Female,0,20,United-States,1
21,?,10,Never-married,?,White,Female,0,52,United-States,1
34,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,1
32,Private,13,Never-married,Exec-managerial,White,Female,0,60,United-States,1
48,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
61,?,10,Married-civ-spouse,?,White,Male,0,14,United-States,1
19,Private,10,Never-married,Sales,White,Female,0,20,United-States,1
55,Local-gov,9,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,0,8,United-States,1
37,Private,11,Divorced,Prof-specialty,White,Female,0,38,United-States,1
24,Private,13,Never-married,Tech-support,White,Male,0,40,United-States,1
39,Private,11,Separated,Adm-clerical,White,Female,0,40,United-States,1
39,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,72,United-States,1
55,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,0,60,United-States,1
44,Private,13,Divorced,Prof-specialty,White,Female,0,36,United-States,1
35,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,40,Germany,1
27,Private,9,Never-married,Exec-managerial,White,Male,0,48,United-States,1
18,Private,7,Never-married,Craft-repair,White,Male,0,20,United-States,1
43,Private,10,Never-married,Exec-managerial,White,Female,0,40,United-States,1
51,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,54,United-States,0
26,Private,9,Never-married,Other-service,Black,Male,0,40,United-States,1
23,Private,10,Never-married,Adm-clerical,Black,Female,0,40,Trinadad&Tobago,1
41,State-gov,9,Married-civ-spouse,Farming-fishing,White,Male,0,40,United-States,1
33,Self-emp-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,50,United-States,1
41,Private,9,Married-civ-spouse,Sales,White,Male,0,62,United-States,1
31,Private,12,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
56,State-gov,6,Widowed,Other-service,White,Female,0,37,United-States,1
39,Federal-gov,14,Married-civ-spouse,Other-service,Black,Male,0,40,Trinadad&Tobago,1
42,Private,10,Divorced,Exec-managerial,White,Female,0,40,United-States,1
33,Private,8,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,1
22,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,0,40,United-States,1
23,Local-gov,13,Never-married,Prof-specialty,White,Female,0,43,United-States,1
55,Private,11,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
79,Local-gov,9,Married-civ-spouse,Sales,White,Male,0,15,United-States,1
47,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
51,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,0,40,United-States,1
37,Private,9,Never-married,Adm-clerical,White,Male,0,40,United-States,1
47,Local-gov,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
44,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
41,Private,11,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
56,Private,13,Divorced,Exec-managerial,White,Male,0,45,United-States,0
45,Private,10,Married-civ-spouse,Prof-specialty,White,Female,0,36,United-States,0
38,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,0
46,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
47,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,90,United-States,1
26,Private,9,Never-married,Adm-clerical,White,Female,0,40,United-States,1
49,Self-emp-not-inc,13,Widowed,Sales,White,Female,0,40,United-States,1
48,Private,13,Married-civ-spouse,Sales,White,Male,0,45,United-States,0
55,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
28,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
52,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,65,United-States,0
31,Private,9,Divorced,Machine-op-inspct,White,Female,0,40,United-States,1
27,Private,9,Separated,Craft-repair,White,Male,0,45,United-States,1
23,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
27,Private,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
48,Private,8,Widowed,Handlers-cleaners,Asian-Pac-Islander,Male,0,40,Guatemala,1
39,Private,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
25,Private,13,Married-civ-spouse,Sales,White,Female,0,45,United-States,1
27,Private,13,Never-married,Sales,White,Female,0,40,United-States,1
64,Local-gov,16,Married-civ-spouse,Protective-serv,White,Male,0,45,United-States,0
55,Local-gov,15,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
46,Private,6,Divorced,Sales,White,Female,0,35,United-States,1
23,Private,10,Never-married,Prof-specialty,White,Male,0,20,United-States,1
28,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,48,United-States,1
37,Private,14,Never-married,Exec-managerial,White,Male,0,40,United-States,0
27,Private,14,Married-civ-spouse,Adm-clerical,White,Female,0,20,United-States,0
35,Private,12,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
35,Private,9,Married-civ-spouse,Sales,White,Male,0,45,Japan,1
45,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,15,United-States,1
59,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
31,Private,13,Married-civ-spouse,Sales,White,Male,1,60,United-States,0
35,Private,9,Divorced,Craft-repair,White,Male,0,40,United-States,1
58,Private,6,Divorced,Other-service,White,Female,0,65,United-States,1
41,Private,13,Never-married,Prof-specialty,White,Female,0,45,United-States,1
20,Private,10,Never-married,Sales,White,Male,0,30,United-States,1
39,Private,15,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,38,India,1
31,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
27,Private,13,Never-married,Prof-specialty,Black,Male,0,40,United-States,1
34,Private,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
32,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,0
51,Private,14,Divorced,Protective-serv,White,Male,0,40,United-States,1
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
35,Private,10,Never-married,Sales,White,Male,0,40,United-States,1
56,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
20,Private,9,Never-married,Other-service,White,Female,0,40,United-States,1
43,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,45,United-States,0
39,Private,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
25,Private,13,Never-married,Sales,White,Male,0,60,United-States,1
35,Local-gov,12,Divorced,Exec-managerial,Asian-Pac-Islander,Female,0,40,Vietnam,1
57,Private,11,Divorced,Other-service,Asian-Pac-Islander,Female,0,40,Outlying-US(Guam-USVI-etc),1
57,Private,4,Married-civ-spouse,Transport-moving,White,Male,0,44,United-States,0
37,State-gov,9,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,40,United-States,1
53,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,0
21,?,10,Never-married,?,White,Female,0,30,United-States,1
29,Private,9,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Female,0,45,United-States,0
18,Private,10,Never-married,Sales,White,Male,0,15,United-States,1
36,Local-gov,13,Divorced,Prof-specialty,White,Female,0,52,United-States,1
23,Private,10,Divorced,Adm-clerical,White,Female,0,20,United-States,1
36,Private,9,Never-married,Craft-repair,Black,Male,0,40,United-States,1
52,Private,9,Divorced,Craft-repair,White,Female,0,40,United-States,1
41,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,0
29,Private,13,Never-married,Exec-managerial,White,Female,0,55,United-States,1
32,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,48,United-States,1
34,Self-emp-inc,9,Divorced,Sales,White,Male,0,50,United-States,0
29,Private,13,Never-married,Handlers-cleaners,White,Male,0,36,United-States,1
56,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,0,20,United-States,1
60,Private,4,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,1
19,Private,9,Never-married,Other-service,White,Female,0,20,United-States,1
30,Private,9,Separated,Other-service,White,Female,0,35,United-States,1
50,Self-emp-not-inc,13,Divorced,Craft-repair,White,Male,1,16,United-States,0
52,Private,9,Married-civ-spouse,Prof-specialty,White,Female,0,40,Peru,0
66,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,20,United-States,1
28,Private,9,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
22,Federal-gov,10,Never-married,Adm-clerical,Black,Male,0,20,United-States,1
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,48,United-States,1
50,Private,4,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
34,Federal-gov,9,Married-civ-spouse,Craft-repair,White,Female,0,40,United-States,0
37,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,50,United-States,1
24,Private,5,Never-married,Machine-op-inspct,Black,Female,0,40,Dominican-Republic,1
34,Private,10,Divorced,Other-service,White,Female,0,34,United-States,1
27,Private,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,52,Philippines,1
57,Private,8,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
30,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,80,United-States,0
21,Private,9,Never-married,Handlers-cleaners,White,Female,0,30,United-States,1
73,?,9,Married-civ-spouse,?,White,Male,0,25,Canada,1
57,Private,10,Married-civ-spouse,Prof-specialty,White,Male,1,60,United-States,0
51,Private,13,Divorced,Tech-support,White,Male,0,40,United-States,1
37,Federal-gov,14,Never-married,Adm-clerical,White,Male,0,42,United-States,1
42,Private,11,Married-civ-spouse,Adm-clerical,White,Male,0,50,United-States,1
32,Private,11,Married-civ-spouse,Sales,White,Male,1,60,United-States,0
51,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
19,Private,5,Never-married,Craft-repair,White,Male,0,20,United-States,1
24,Private,7,Separated,Craft-repair,White,Male,0,40,Mexico,1
25,Private,9,Divorced,Machine-op-inspct,Black,Male,0,40,United-States,1
31,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
49,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,Canada,0
81,?,11,Married-civ-spouse,?,White,Male,0,20,United-States,1
60,Private,11,Married-civ-spouse,Prof-specialty,White,Male,1,40,United-States,0
39,Private,13,Never-married,Tech-support,White,Female,0,40,United-States,1
38,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
43,Local-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
23,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
73,Self-emp-inc,10,Divorced,Exec-managerial,White,Female,0,40,United-States,1
35,Private,10,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,1
53,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
27,Private,10,Never-married,Sales,White,Female,0,45,United-States,1
40,Private,15,Married-civ-spouse,Prof-specialty,White,Male,1,55,United-States,0
51,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
22,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
64,Self-emp-not-inc,9,Widowed,Farming-fishing,White,Male,0,32,United-States,1
50,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,0,40,?,0
55,Private,9,Separated,Priv-house-serv,White,Female,0,32,United-States,1
38,Private,11,Never-married,Adm-clerical,Black,Female,0,40,United-States,1
58,Private,12,Divorced,Prof-specialty,White,Male,0,36,United-States,1
32,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,1
48,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
61,Private,9,Married-civ-spouse,Sales,White,Male,0,48,United-States,1
31,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
25,Private,9,Never-married,Other-service,White,Female,0,40,United-States,1
48,Local-gov,14,Divorced,Other-service,White,Male,0,40,United-States,1
33,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
39,Private,13,Divorced,Prof-specialty,White,Female,0,36,United-States,1
64,?,9,Widowed,?,Black,Male,0,40,United-States,1
38,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
44,Private,13,Divorced,Adm-clerical,Asian-Pac-Islander,Male,1,40,United-States,1
35,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,0
39,State-gov,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,13,United-States,1
38,Private,9,Divorced,Handlers-cleaners,White,Male,0,40,United-States,1
53,Private,7,Married-civ-spouse,Handlers-cleaners,Black,Male,0,40,United-States,1
28,Private,13,Married-civ-spouse,Prof-specialty,Black,Female,0,40,Cuba,1
37,Private,14,Married-civ-spouse,Exec-managerial,White,Female,0,40,United-States,1
21,Private,9,Never-married,Adm-clerical,White,Female,0,35,United-States,1
52,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,0
31,Private,14,Never-married,Prof-specialty,White,Female,1,50,United-States,0
42,Private,13,Married-civ-spouse,Exec-managerial,White,Male,1,40,United-States,0
37,Private,10,Married-civ-spouse,Exec-managerial,Black,Male,0,80,United-States,0
30,State-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,40,India,0
23,Private,13,Never-married,Adm-clerical,White,Female,0,30,United-States,1
32,Private,12,Never-married,Sales,Black,Male,0,50,United-States,1
40,Private,11,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,40,?,0
34,Private,4,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0,45,Mexico,1
25,Self-emp-not-inc,9,Never-married,Farming-fishing,White,Male,0,35,United-States,1
32,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
38,Private,7,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
43,Self-emp-not-inc,14,Divorced,Exec-managerial,White,Female,0,45,United-States,0
40,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,60,United-States,0
54,Private,9,Separated,Other-service,Black,Female,0,20,United-States,1
35,Federal-gov,5,Married-civ-spouse,Farming-fishing,Black,Male,0,40,United-States,1
43,Private,7,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
59,Private,9,Divorced,Tech-support,White,Female,0,40,United-States,1
56,Local-gov,13,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,0
19,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
54,?,10,Married-civ-spouse,?,Asian-Pac-Islander,Male,0,60,South,0
39,Private,9,Divorced,Exec-managerial,White,Male,0,80,United-States,1
49,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
23,Local-gov,12,Never-married,Protective-serv,White,Male,0,52,United-States,1
20,Private,10,Never-married,Sales,Black,Male,0,44,United-States,1
45,Private,13,Divorced,Exec-managerial,White,Male,0,40,United-States,1
30,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
22,State-gov,10,Married-civ-spouse,Other-service,Black,Male,0,15,United-States,1
48,Private,7,Never-married,Machine-op-inspct,White,Male,0,40,Puerto-Rico,1
21,Private,10,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
38,Private,10,Never-married,Transport-moving,White,Male,0,40,United-States,1
31,Private,10,Married-civ-spouse,Sales,White,Male,0,38,?,0
48,State-gov,14,Separated,Prof-specialty,White,Male,0,60,United-States,1
31,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,0,43,United-States,1
53,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
24,Private,13,Married-civ-spouse,Tech-support,White,Male,0,50,United-States,1
49,Private,9,Separated,Adm-clerical,White,Female,0,40,United-States,1
25,Private,9,Never-married,Handlers-cleaners,White,Male,0,35,United-States,1
57,Federal-gov,13,Married-civ-spouse,Prof-specialty,Black,Male,0,40,United-States,0
53,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,38,United-States,1
51,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,0,45,United-States,1
41,State-gov,11,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
29,Private,11,Never-married,Prof-specialty,White,Male,0,43,United-States,1
25,Private,10,Married-civ-spouse,Exec-managerial,Other,Female,0,40,United-States,1
18,Private,9,Never-married,Other-service,White,Female,0,30,?,1
47,Private,15,Married-civ-spouse,Prof-specialty,White,Female,0,60,Honduras,0
50,Federal-gov,13,Divorced,Exec-managerial,White,Male,0,55,United-States,0
47,Self-emp-inc,9,Divorced,Exec-managerial,White,Male,0,60,United-States,1
43,Private,10,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,0
46,Private,3,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,Mexico,1
49,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,White,Male,0,30,Columbia,1
41,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,48,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,1,40,United-States,1
30,Private,13,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
23,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
48,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
42,Private,16,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,0
23,Private,10,Never-married,Adm-clerical,White,Female,0,8,United-States,1
36,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
38,Private,13,Married-civ-spouse,Exec-managerial,White,Female,0,50,United-States,0
53,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
25,?,10,Never-married,?,White,Male,0,40,United-States,1
19,Private,10,Never-married,Prof-specialty,White,Male,0,32,United-States,1
54,Private,9,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
29,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,70,United-States,0
61,Self-emp-not-inc,9,Never-married,Sales,White,Female,0,44,United-States,1
79,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,20,United-States,1
27,Private,9,Never-married,Other-service,White,Male,0,40,Mexico,1
40,Private,12,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
67,?,6,Married-civ-spouse,?,White,Male,0,2,United-States,1
18,Private,7,Never-married,Other-service,White,Female,0,22,United-States,1
31,Local-gov,4,Married-civ-spouse,Farming-fishing,White,Male,0,40,United-States,1
18,Private,9,Never-married,Sales,White,Male,0,30,United-States,1
52,Private,13,Married-civ-spouse,Other-service,White,Male,0,40,Cuba,1
46,Private,9,Married-civ-spouse,Other-service,White,Female,0,40,United-States,1
59,Private,9,Married-civ-spouse,Sales,White,Male,0,48,United-States,1
44,Private,9,Divorced,Craft-repair,White,Female,1,40,United-States,0
53,Private,9,Divorced,Sales,White,Female,0,35,United-States,1
49,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,0
33,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
30,Private,5,Never-married,Sales,White,Male,0,40,United-States,1
43,Federal-gov,16,Never-married,Prof-specialty,White,Female,0,50,United-States,0
57,Private,11,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
